File Name;Type;Creator;Comments;Category;Extension;Dup;Data by Ilan Szekely, Jerusalem
MicroWaves .35;APPL;MWAV; ;Application; ; ;
an_example;MWDC;MWAV;MicroWaves;  ; ; ;
Burn-It 1.0;APPL;MwBu; ;Application; ; ;
Burn-It—Folder File;fold;MwBu;Burn-It;Folder File; ; ;
Enigma 2.4;APPL;MwC1; ;Application; ; ;
Enigma—????;crM!;MwC1;Enigma;  ; ; ;
Enigma—Encryption File;crp1;MwC1;Enigma;  ; ; ;
Enigma—Encryption File;crp2;MwC1;Enigma;  ; ; ;
Enigma—Folder File;fold;MwC1;Enigma;Folder File; ; ;
Enigma—Help File;VcPh;MwC1;Enigma;  ; ; ;
Enigma—Locked File;VcPi;MwC1;Enigma;  ; ; ;
Constructor 2.0;APPL;MWC2; ;Application; ; ;
Attacher.PPob;docu;MWC2;Constructor;  ; ; ;
Make QTVR Pano.ppob;rsrc;MWC2;Constructor;Resource; ; ;
Mail Watcher;APPL;Mwch;Alexander Carlhian;Application;; ;
MacTCP Watcher;APPL;MWCH; ;Application; ; ;
Mail Watcher—Document;Mwch;Mwch;Mail Watcher;;; ;
Mail Watcher—Text File;TEXT;Mwch;Mail Watcher;Text File;TXT; ;
MacTCP Watcher—Text Document;TEXT;MWCH;MacTCP Watcher;Text File;TXT; ;
Fractals!;APPL;MWcj; ;Application; ; ;
Example.JPob;JPob;MWCJ; ;  ; ; ;
BigOne.9000;MWfd;MWcj;Fractals!;  ; ; ;
MovieWorks—Document;DOC ;MWCP;MovieWorks;; ; ;
MovieWorks—QuickTime Media File;MooV;MWCP;MovieWorks;QuickTime Movie;MOV; ;
MovieWorks—PICT Format Graphics File;PICT;MWCP;MovieWorks;Graphics PICT;PIC; ;
MovieWorks—Preferences;pref;MWCP;;Pref;; ;
MW Debug/68K;APPL;MWDB;Codewarrior;Application; ; ;
MW Debug 1.7.4—Debugging File;ELF ;MWDB;;; ; ;
MW Debug/68K—Preferences File;MMPF;MWDB;Metrowerks;Codewarrior; ; ;
MW Debug/68K—Debugging File;MPSY;MWDB;Metrowerks;Codewarrior; ; ;
MetroNub Plugin;MWDP;MWDB;;Duplicate; ;Dup;
MW Debug 1.7.4—Debugging Tracking File?;MWDP;MWDB;document;Duplicate; ;Dup;
MacWeb;APPL;MWEB; ;Application; ; ;
MacWeb—Bookmark;AURL;MWEB;MacWeb;  ; ; ;
EINet Galaxy;BOOK;MWEB;MacWeb;  ; ; ;
MacWeb—Hotlist;HLST;MWEB;MacWeb;  ; ; ;
MacWeb—Hotlist Entry;HOTL;MWEB;MacWeb;  ; ; ;
MacWeb—HTML Document;HTML;MWEB;MacWeb;  ; ; ;
MacWeb Preferences;pref;MWEB;MacWeb;Pref; ; ;
MacWeb—Text file;TEXT;MWEB;MacWeb;Text File;TXT; ;
MacWesleyan 1.0;APPL;mwes; ;Application; ; ;
Font Converter;APPL;MWfc; ;Application; ; ;
Library File Maker;APPL;MWFM; ;Application; ; ;
File Smiler 1.01;APPL;mwFS; ;Application; ; ;
File Smiler—Disk File;disk;mwFS;File Smiler;Disk File; ; ;
File Smiler—Folder File;fold;mwFS;File Smiler;Folder File; ; ;
HP calc! 1.0d;APPL;mwHP; ;Application; ; ;
Balloon.Help;help;MWhp; ;Help; ; ;
 ;****;MWII;MacWrite II;Common Creators; ; ;
MailWatcher;APPL;mwII;;Application;;;
MacWrite II;APPL;MWII; ;Application; ; ;
Claris Fonts file;claF;MWII;MacWrite II;Claris Fonts; ; ;
MailWatcher—Configuration File;Conf;mwII;MailWatcher;;;;
MacWrite® II—Document;MW2D;MWII;MacWrite II;MacWrite II document; ; ;
Circolare;MW2S;MWII;MacWrite II;MacWrite II stationary; ; ;
MacWrite II—Template;MW2T;MWII;MacWrite II;  ; ; ;
MacWrite II Hyphenation;MW2Z;MWII;MacWrite II;  ; ; ;
MailWatcher—Preferences;Pref;mwII;MailWatcher;Pref;;;
MacWrite II Help;STAK;MWII;MacWrite II;HyperCard stack; ; ;
MacWrite II text file;TEXT;MWII;MacWrite II;Text File;TXT; ;
Retrieve It! 2.5 Help;ttro;MWII;MacWrite II;Read only text;TXT; ;
MacWrite II—Document;WORD;MWII;MacWrite II;MacWrite document; ; ;
Wine Handler;APPL;MWIN; ;Application; ; ;
Sample Wine Inventory;WINE;MWIN;Wine Handler;  ; ; ;
InterSlip Remote 1.2;APPL;MWIr; ;Application; ; ;
Mail Siphon;APPL;Mwit;Alexandre Carlhian;Application;; ;
Mail Siphon—Configuration File;Cnfg;Mwit;Mail Siphon;Pref;; ;
Mail Siphon—Text File;TEXT;Mwit;Mail Siphon;Text File;TXT; ;
FreeMIDI—MacWaveMaker Driver;DDef;MWM~;;FreeMIDI Component; ; ;
ANU_Graph †8603;APPL;MWNS; ;Application; ; ;
Paint—Project File;CMC9;MWPA;Paint;; ; ;
Paint—PICT Format Graphics File;PICT;MWPA;Paint;Graphics PICT;PIC; ;
Paint—MacPaint Format Graphics File;PNTG;MWPA;Paint;Graphics MacPaint;MPT; ;
Paint—Preferences;pref;MWPA;Paint;Pref; ; ;
Paint—StartupScreen Format Graphics File;SCRN;MWPA;Paint;Graphics Startup Screen; ; ;
Paint—TIFF Format Graphics File;TIFF;MWPA;Paint;Graphics TIFF;TIF; ;
Library Helper;APPL;MWPD; ;Application; ; ;
Communications;MWLT;MWPD;Library Helper;  ; ; ;
MovieWorks Player—Document;DOC ;MWPL;;; ; ;
 ;****;MWPR;MacWrite Pro;Common Creators; ; ;
MacWrite Pro;APPL;MWPR; ;Application; ; ;
MacWrite Pro Balloon Help;BLLN;MWPR;MacWrite Pro;  ; ; ;
Claris Fonts;claF;MWPR;MacWrite Pro;Claris Fonts; ; ;
MacWrite Pro—Published Edition;edtp;MWPR;MacWrite Pro;Published Edition; ; ;
MacWrite Pro—Subscribed edition;edts;MWPR;MacWrite Pro;Subscribed edition; ; ;
MacWrite Pro—????;edtt;MWPR;MacWrite Pro;Subscribed edition; ; ;
MacWrite Pro—Updated Edition;edtu;MWPR;MacWrite Pro;Updated Edition; ; ;
CW3 UK English- Hyphenation v2.0B;HYPH;MWPR;MacWrite Pro;Hyphenation; ; ;
MacWrite Pro—????;ltr*;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro—PowerTalk Letter;lttr;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro—Document;MWPd;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro—PowerTalk Document;MWPl;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro—Document;MWPp;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro—Template;MWPt;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro Preferences;PREF;MWPR;MacWrite Pro;Pref; ; ;
MacWrite Pro Help;STAK;MWPR;MacWrite Pro;HyperCard stack; ; ;
MacWrite Pro Options;sWPd;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro—Stationary;SWPd;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro—PowerTalk Stationary;sWPl;MWPR;MacWrite Pro;  ; ; ;
MacWrite Pro—Text File;TEXT;MWPR;MacWrite Pro;Text File;TXT; ;
TableEditor;XAPP;MWPR;MacWrite Pro;  ; ; ;
ToolLibs.o.lib;MMLB;MWPS; ;  ; ; ;
fMP.µ;MMPR;MWPS; ;  ; ; ;
InterpretierenUndZeichnen.o;MNOB;MWPS; ;  ; ; ;
SillyInit.lib;MPLF;MWPS; ;  ; ; ;
InterpretierenUndZeichnen.rf;PDBG;MWPS; ;  ; ; ;
crapsModul.s;PSYM;MWPS; ;  ; ; ;
FaceProcMP.p;TEXT;MWPS; ;Text File;TXT; ;
crapsModul.o;UOBJ;MWPS; ;  ; ; ;
[ Version];APPL;MWPT;?;Application; ; ;
MacWrite Recover;APPL;MWR1; ;Application; ; ;
MicroWorld 1.1;APPL;MWRL; ;Application; ; ;
3Mols.bin;CORD;MWRL;MicroWorld;  ; ; ;
1;PICT;MWRL;MicroWorld;Graphics PICT;PIC; ;
miniWRITER 1.71;dfil;mWRT; ;System 7 DA; ; ;
BlackJack;APPL;MWS1; ;Application; ; ;
MacWorkStation;APPL;MWS3; ;Application; ; ;
Serveur Pinge local;MWS3;MWS3;MacWorkStation;  ; ; ;
MacWasher™ AutoWash;APPL;MWsA;Webroot Software, Inc.;Application;; ;
MacWasher™;APPL;MWsh;Webroot Software, Inc.;Application;; ;
MacWasher™—Custom Document;CUST;MWsh;MacWasher™;;; ;
Sound—SoundEdit Format Sound File;FSSD;MWSO;;Sound; ; ;
Sound—QuickTime Sound File;MooV;MWSO;;QuickTime Movie;MOV; ;
Sound—Resource File;rsrc;MWSO;;Resource; ; ;
Math Worksheet Creator;APPL;MwsT; ;Application; ; ;
Video—QuickTime Media File;MooV;MWVI;;QuickTime Movie;MOV; ;
LCD.class;Clss;MWZP; ;  ; ; ;
Classes.zip;ZIP ;MWZP;GRICdial Installer;Stuffit Deluxe archive;ZIP; ;
MW ZoneRanger 1.6;APPL;mwZR; ;Application; ; ;
MacsBugApp;APPL;mxbg; ;Application; ; ;
MacsBug;dbgr;mxbg;MacsBug;MacsBug; ; ;
MultiXfer;APPL;mXfr; ;Application; ; ;
MultiXfer Settings;mSET;mXfr;MultiXfer;  ; ; ;
????—Data File;Data;MxFx;;Data File; ; ;
Studio Mac —Driver;.MDF;MxMn;Studio Mac;; ; ;
Studio Mac —Mixing File;.MIX;MxMn;Studio Mac;; ; ;
Studio Mac —Track File;.TRK;MxMn;Studio Mac;; ; ;
Studio Mac ;APPL;MxMn;Mixman Technologies, Inc.;Application; ; ;
Studio Mac —Preferences;pref;MxMn;Studio Mac;Pref; ; ;
Studio Mac —WAVE Sound File;WAVE;MxMn;Studio Mac;sound WAV;WAV; ;
MAXpowr G3 Extension;INIT;MXp2;Newer Technology;INIT; ; ;
MAXpowr G3 Control;cdev;MXp3;Newer Technology;Control Panel; ; ;
MaxRAM 1.6;dbgr;MxR6; ;MacsBug; ; ;
MaxRAM 1.0.2;APPL;MxRM; ;Application; ; ;
ImageReady Droplet—Folder File;fold;MxSA;;Folder File; ; ;
Maxathon 1.0;APPL;MXTN; ;Application; ; ;
MaxZip;APPL;mxZR; ;Application; ; ;
adventureland.z5;ZCOD;mxZR;MaxZip;  ; ; ;
RadDVCodec;INIT;MÅYÖ;Digital Origin, Inc.;INIT;; ;
Worm Gobbler v1.1;APPL;MYA1; ;Application; ; ;
Worm Gobbler—Document;SRUD;MYA1;;; ; ;
Calendare icon—Database;????;MYAP;Tutorial; ; ; ;
AmCoExVendorDB3—????;acev;MYAP;Tutorial;; ; ;
FileMaker Pro Import;APPL;MYAP;same as Nisus Writer Equation Tool?;Application/Dup; ;Dup;
Tutorial;APPL;MYAP;  ;Application/Game/Dup; ;Dup;
Calendare icon—Users;oipf;MYAP;Tutorial;  ; ; ;
Data Importer—????;SRUD;MYAP;Tutorial;  ; ; ;
First Sample Text File;TEXT;MYAP;Tutorial;Text File;TXT; ;
TextToHTML 1.3.4;APPL;MYCà; ;Application; ; ;
TextToHTML—folder file;fold;MYCà;TextToHTML;Folder File; ; ;
TextToHTML—RTF file;RTF ;MYCà;TextToHTML;Rich Text Format;RTF; ;
TextToHTML—Document;TEXT;MYCà;TextToHTML;Text File;TXT; ;
MyVidCap)—DV File;dvc!;MyCa;MyVidCap;Digital Video File; ; ;
MyVidCap)—Preferences;mCpf;MyCa;MyVidCap;pref ; ; ;
MyVidCap)—Midi Sound File;Midi;MyCa;MyVidCap;Sound MIDI;MID; ;
MyVidCap)—QuickTime Media File;MooV;MyCa;MyVidCap;QuickTime Movie;MOV; ;
MyVidCap)—MPEG Format Media File;MPEG;MyCa;MyVidCap;Movie MPEG;MPG; ;
MyVidCap)—MPEG Format Media File;MPG ;MyCa;MyVidCap;Movie MPEG;MPG; ;
MyVidCap)—QuickTime TIFF Format Graphics File;qtif;MyCa;MyVidCap;Graphics TIFF;TIF; ;
MyVidCap)—System 7 Format Sound File;sfil;MyCa;MyVidCap;Sound System 7; ; ;
MyVidCap)—Video for Windows Media File;VfW ;MyCa;MyVidCap;Movie AVI;AVI; ;
MyVidCap)—Windows WAVE Format Sound File;WAVE;MyCa;MyVidCap;sound WAV;WAV; ;
SimEarth Explorer Color;APPL;MYCR; ;Application; ; ;
SimEarth—Help;OPTN;MYCR;SimEarth;Help; ; ;
SimEarth—Resource File;RSRC;MYCR;SimEarth;Resource; ; ;
SimEarth—Saved Game;SAVE;MYCR;SimEarth;  ; ; ;
SimEarth—????;SESD;MYCR;SimEarth;  ; ; ;
MYM2QIF 4.9;APPL;MyDs; ;Application; ; ;
MYST Hints 1.0;APPL;MYHI; ;Application; ; ;
MyIPAddress;APPL;MyIp; ;Application; ; ;
[ Version];APPL;MYMC;?;Application; ; ;
Manage Your Money;DATA;MYMC;Manage Your Money;Data File; ; ;
Update MYM Data;APPL;MYMU;TELEWARE™;Application; ; ;
Maimai 1.4.5 68k;APPL;MYMY;Japaneese snail.;Application; ; ;
M.Y.O.B.;APPL;MYOB; ;Application; ; ;
Widgets, Inc.;DATA;MYOB;M.Y.O.B.;Data File; ; ;
M.Y.O.B.—????;TcPR;MYOB;M.Y.O.B.;  ; ; ;
M.Y.O.B.—Tax Form;TwPR;MYOB;M.Y.O.B.;  ; ; ;
Balance Sheet;Twxx;MYOB;M.Y.O.B.;  ; ; ;
M.Y.O.B.—Tax Tables;TxTb;MYOB;M.Y.O.B.;  ; ; ;
Epson Expression Scanner Driver—Myocr.dll;shlb;MYOC;;Shared Library; ; ;
AccountEdge;APPL;MYOP;MYOB Limited;Application;;;
AccountEdge—Data file;DATA;MYOP;AccountEdge;Data File;;;
AccountEdge—Supporting Document;Ewxx;MYOP;AccountEdge;;;;
AccountEdge—Supporting Document;TaPR;MYOP;AccountEdge;;;;
AccountEdge—Tax Form;TcPR;MYOP;AccountEdge;;;;
AccountEdge—Tax Form;TwPR;MYOP;AccountEdge;;;;
AccountEdge—Supporting Document;TwTB;MYOP;AccountEdge;;;;
AccountEdge—Supporting Document;Twxx;MYOP;AccountEdge;;;;
AccountEdge—Supporting Document;Twxy;MYOP;AccountEdge;;;;
AccountEdge—Tax Tables;TxTb;MYOP;AccountEdge;;;;
MYOB QB Conversion Assistant;APPL;MYOQ;MYOB Limited;Application;;;
PresentIt;APPL;myp1; ;Application; ; ;
PresentItPrefs;pref;myp1;PresentIt;Pref; ; ;
Optimization Assistant;APPL;MYPO;MYOB Limited;Application;;;
QuickPaint 0.2;APPL;MYPT; ;Application; ; ;
GoClick;APPL;MYR3;Terry Morse Software;Application;; ;
GoClick—Document;MFLT;MYR3;GoClick;;; ;
Internal Explorer;APPL;MYRD; ;Application; ; ;
0110 HTML Document;MFLT;MYRD;Internal Explorer;  ; ; ;
Myrmidon Printer Setup;APPL;MYRS;Terry Morse Software;Application; ; ;
Mystify3D 1.01;APPL;Mys©;  ;Application/Game; ; ;
System 7 Sound File;sfil;MYSN; ;Sound System 7; ; ;
Myst Preview;APPL;MYSP; ;Application; ; ;
Pictures;MYag;MYSP;Myst Preview;  ; ; ;
Brøderbund MooV;MYqt;MYSP;Myst Preview;  ; ; ;
Myst;APPL;MYST;  ;Application/Game/Dup; ;Dup;
Mystery Box;APPL;MYST;  ;Application/Game/Dup; ;Dup;
USSTATS.SYS;BINA;MYST; ;Binary;BIN; ;
Myst Saved Game;MYag;MYST;Myst;Game; ; ;
Myth The Fallen Lords ;APPL;Myth; ;Application/Game; ; ;
GuyDead Toore;CMPN;MYTH; ;  ; ; ;
Mythos.Combat;MDTA;MYTH; ;  ; ; ;
Mythos—Saved Game;MSAV;MYTH;;; ; ;
The Lost Amulet;MSSN;MYTH; ;  ; ; ;
Myth The Fallen Lords —High Scores?;reco;Myth;Myth The Fallen Lords ;Game; ; ;
Myth The Fallen Lords —Saved Game;SAVE;Myth;Myth The Fallen Lords ;Game; ; ;
MyVidEditor)—Preferences;McVp;MyVi;MyVidEditor;pref ; ; ;
MyVidEditor)—QuickTime Media File;MooV;MyVi;MyVidEditor;QuickTime Movie;MOV; ;
MyVidEditor)—Text File;TEXT;MyVi;MyVidEditor;Text File;TXT; ;
MyVidEditor)—Project File;ViPj;MyVi;MyVidEditor;; ; ;
MyEyes Extension;appe;MyYs; ;Background Only Application; ; ;
MyEyes 2.1.2;APPL;MyYz; ;Application; ; ;
MyEyes—Built In Eyes;MY**;MyYz;MyEyes;; ; ;
MyEyes—Preferences;MYpr;MyYz;MyEyes;pref ; ; ;
Cat Eyes;MYxt;MyYz;MyEyes;  ; ; ;
Movie Recompressor;APPL;myµ®; ;Application; ; ;
Movie Recompressor—QuickTime File;MooV;myµ®;;QuickTime Movie;MOV; ;
Munch;INIT;mûÑç;;INIT; ; ;
Adressen;_adr;MZ12;POWERmanager;  ; ; ;
Termine;_trm;MZ12;POWERmanager;  ; ; ;
POWERmanager;APPL;MZ12; ;Application; ; ;
20 Stimmen.v;22.V;MZ22;SY22 mahazin;  ; ; ;
SY22 mahazin 1.0 ;APPL;mz22; ;Application; ; ;
SY22 mahazin 1.1;APPL;MZ22; ;Application; ; ;
Mazer 3D 3.0;APPL;MZ3D;  ;Application/Game; ; ;
Mazer 3D—Maze;MZ3D;MZ3D;Mazer 3D;  ; ; ;
Mac Zap;APPL;MZC1; ;Application; ; ;
NetCacheResolver;APPL;MzcR; ;Application; ; ;
NetCacheResolver—????;DNMC;MzcR;NetCacheResolver;  ; ; ;
Mega Minesweeper;APPL;Mégá;"Carrot Software; Stephen Nowalk";Application/Game;; ;
Mega Minesweeper—Binary Game File;Gámé;Mégá;Mega Minesweeper;Game;; ;
Mega Minesweeper—Plug-in;Plúg;Mégá;Mega Minesweeper;;; ;
Mega Minesweeper—Preferences;Pref;Mégá;Mega Minesweeper;Pref;; ;
Mega Minesweeper—Sounds File;Sóún;Mégá;Mega Minesweeper;;; ;
MozKiller021b;APPL;MzKl; ;Application; ; ;
MM Scores;    ;MzMn;Maze Men;Unspecified Type; ; ;
Maze Men;APPL;MzMn; ;Application; ; ;
MM Mazes;TEXT;MzMn;Maze Men;Text File;TXT; ;
SUM TuneUp;APPL;MZO1; ;Application; ; ;
MacZOO 2.1;APPL;MZoo; ;Application; ; ;
MacZPoint 1.9.2 FAT;APPL;MZp!; ;Application; ; ;
MacZPoint 1.1;APPL;MZP!; ;Application; ; ;
umwelt;MBPr;MZp!;MacZPoint;  ; ; ;
*Index;MPAx;MZp!;MacZPoint;  ; ; ;
Maps Bretter;MPMd;MZp!;MacZPoint;  ; ; ;
013083EA;MPTx;MZp!;MacZPoint;  ; ; ;
Einstellungen;MZPr;MZp!;MacZPoint;  ; ; ;
Adresse aufgenommen;sfil;MZP!;MacZPoint;Sound System 7; ; ;
Mac Zap Patcher;APPL;MZP1; ;Application; ; ;
NewMacGolfV2;ZAPP;MZP1;Mac Zap Patcher;  ; ; ;
MazePro v1.0 ;APPL;MzPR;  ;Application/Game; ; ;
puriTEXT.68k;APPL;MzpT; ;Application; ; ;
Recover;APPL;MZR1; ;Application; ; ;
Recover HFS;APPL;MZR2; ;Application; ; ;
Apple 40 Meg SCSI;ZAPD;MZR2;Recover HFS;  ; ; ;
MazerLaze;APPL;MZRL; ;Application; ; ;
Disk Doctor;APPL;MZRT;Symantec/Norton;Application; ; ;
SUM Disk Clinic—????;RTLE;MZRT;SUM Disk Clinic;  ; ; ;
SUM Disk Clinic—????;RTST;MZRT;SUM Disk Clinic;  ; ; ;
SUM—Virus Information File;ZAPD;MZRT;SAM;  ; ; ;
Scanner;APPL;MZS2; ;Application; ; ;
Mac Zap Tools;APPL;MZT1; ;Application; ; ;
Mac Zap Tools—Signature File;MSET;MZT1;Mac Zap Tools;  ; ; ;
touchMe;APPL;MzTm; ;Application; ; ;
MacZTerm™ 1.0;APPL;MZTm; ;Application; ; ;
MacZTerm™ Prefs;Pref;MZTm;MacZTerm™;Pref; ; ;
MacZTerm™ Terminal Editor file;TEXT;MZTm;MacZTerm™;Text File;TXT; ;
Meta 0.1a1;APPL;Métä; ;Application; ; ;
Mazeworld Abyss;APPL;MzwA; ;Application; ; ;
Mazeworld Catacombs;APPL;MzwC;  ;Application/Game; ; ;
Mazeworld Catacombs—Preferences;PREF;MzwC;Mazeworld;Pref; ; ;
Mazeworld Catacombs—Sound File;sfil;MzwC;Mazeworld;Sound System 7; ; ;
Mazeworld ;APPL;Mzwl; ;Application; ; ;
Mazeworld —Maze File;Mzws;Mzwl;Mazeworld;  ; ; ;
Mazeworld —Preferences;PREF;Mzwl;Mazeworld;Pref; ; ;
Marathon cheater 4.0;APPL;MﬁON; ;Application; ; ;
Nyet 68k!;APPL;N¥ET; ;Application; ; ;
Nyet 68k!—Folder File;fold;N¥ET;;Folder File; ; ;
Standalone ReadMe Document—Folder File;fold;N_Et;;Folder File; ; ;
N–Up Printing;pext;N-Up;printer extension;Printer Extension; ; ;
NoCookie V2;APPL;N?Co; ;Application; ; ;
Verona—Import File?;n?IX;n?va;;; ; ;
Verona—Document;n?RE;n?va;;; ; ;
QuickNotes;INIT;Nø†e;;INIT; ; ;
NoCookie V2;APPL;NøCo;1.0 Technologies;Application;; ;
Niardnom—Preferences;N@@F;N@@R;;pref ; ; ;
Traps Check;APPL;NáTr; ;Application; ; ;
Chris Netscape Patch;APPL;N$Pa; ;Application; ; ;
N2MP3—AIFF Sound File;aiff;N2MP;N2MP3;Sound AIFF;AIF; ;
N2MP3—AIFF Sound File;AIFF;N2MP;N2MP3;Sound AIFF;AIF; ;
N2MP3—Control Panel;APPC;N2MP;N2MP3;Control Panels Application; ; ;
N2MP3—Backgrounder;appe;N2MP;N2MP3;Background Only Application; ; ;
N2MP3 Settings/Encoder;APPL;N2MP;Proteron, LLC;Application; ; ;
N2MP3—Disk File;disk;N2MP;N2MP3;Disk File; ; ;
N2MP3—Track File;trak;N2MP;N2MP3;CD Track; ; ;
N2MP3—WAVE Sound File;WAVE;N2MP;N2MP3;sound WAV;WAV; ;
PictureBank Lite;APPL;N3PB; ;Application; ; ;
PictureBank Lite—Catalog;CATA;N3PB;PictureBank Lite;; ; ;
PictureBank Lite—Disk File;disk;N3PB;PictureBank Lite;Disk File; ; ;
PictureBank Lite—????;ERRP;N3PB;PictureBank Lite;; ; ;
PictureBank Lite—Folder File;fold;N3PB;PictureBank Lite;Folder File; ; ;
PictureBank Lite—PICT Format Graphics File;PICT;N3PB;PictureBank Lite;Graphics PICT;PIC; ;
PictureBank Lite Prefs;pref;N3PB;PictureBank Lite;Pref; ; ;
NB_Handler 5.0;cdev;N488; ;Control Panel; ; ;
Numberin'Man;APPL;n777; ;Application; ; ;
911;INIT;N911;AKUA Interactive Media AG;INIT;; ;
No IBM;INIT;n¡ßm;;INIT; ; ;
Sodium;APPL;Na11;Nat Tabris Theoretic Software;Application;;;
Sodium—Data File;NaDt;Na11;Sodium;;;;
Sodium—List File;NaLs;Na11;Sodium;;;;
Sodium—Plot File;NaPt;Na11;Sodium;;;;
Narrow21;INIT;Na21;;INIT; ; ;
Native Assault;APPL;NAae;Adrenaline Entertainment;Application/Game;; ;
NameCleaner;APPL;NaCl; ;Application; ; ;
NameCleaner Options;NaPr;NaCl;  ;Pref; ; ;
Ouvrez-moi;APPL;N¬Eb;  ;Application/Game/Dup; ;Dup;
Resorcerer;APPL;N¬Eb;  ;Application/Dup; ;Dup;
TopCalculette Help—Folder File;fold;N¬Eb;;Folder File;;;
ComposeTel;APPL;N¬Eg; ;Application; ; ;
TopCalculette Read-Me—Folder File;fold;N¬Eg;;Folder File;;;
A propos de Note-it Démo;APPL;N¬Er;  ;Application/Dup; ;Dup;
AppleScript;APPL;N¬Er;  ;Application/Dup; ;Dup;
Certificate Creator;APPL;NAES; ;Application; ; ;
Certificate Creator—Document;THNG;NAES;Certificate Creator;Extension; ; ;
Ouvrez-moi FC 2.6 Client;APPL;N¬Et;  ;Application/Dup; ;Dup;
Souvenir 3 Read-me;APPL;N¬Et;  ;Application/Dup; ;Dup;
Versions ;APPL;N¬Et;  ;Application/Dup; ;Dup;
Qued/M;APPL;N¬Ev; ;Application; ; ;
New on TopCalulette—Folder File;fold;N¬Ev;;Folder File;;;
Nag;APPL;NAG ; ;Application; ; ;
Nag!—Data File;DATA;NAG!;;Data File; ; ;
Right On Time;APPL;NAGg; ;Application; ; ;
Sounds;sndS;NAGg;Right On Time;Sound; ; ;
Holidays (to import);TAS2;NAGg;Right On Time;  ; ; ;
Events;TASK;NAGg;Right On Time;  ; ; ;
ROT Utilities;APPL;NAGu; ;Application; ; ;
~Note-it;INIT;N¬iA;;INIT; ; ;
Citadel Life;APPL;NAJc; ;Application; ; ;
Hellcats Tweaker;APPL;NajH; ;Application; ; ;
Tolkien Quiz;APPL;NAJs;John D. Grow;Application; ; ;
Namer FAT;APPL;NAmE; ;Application; ; ;
Print 6.2;APPL;NAME; ;Application; ; ;
That's My Name;INIT;Name;;INIT; ; ;
AutoDial;RSSC;NAME;Print;  ; ; ;
The Namer 2.1;APPL;NAMR; ;Application; ; ;
CD Equalizer + Karaoke Docs;APPL;NaN≈; ;Application; ; ;
Nanosaur™ (2 Meg);APPL;NanO;  ;Application; ; ;
Apple Error Codes '98;APPL;NaNo;  ;Application/Dup; ;Dup;
Digital Equalizer PPC 2.0 Docs;APPL;NaNo;  ;Application/Dup; ;Dup;
NanoNotes 1.1;APPL;NaNo;  ;Application/Dup; ;Dup;
Pageboy-ReadMeFirst;APPL;NaNo;  ;Application/Dup; ;Dup;
2400/3400 Graphics Update;ndrv;nano; ;Extension-Driver; ; ;
Marathon Universal Patcher 2.0;APPL;NAOD; ;Application; ; ;
MaxAppleZoom;cdev;NaOH; ;Control Panel; ; ;
Macster Preview;APPL;NAPC;  ;Application/Dup; ;Dup;
Napster;APPL;NAPC;Blackhole Media, Inc.;Application/Dup; ;Dup;
Macster [PR3]—MP3 Format Sound File;MP3 ;NAPC;;Sound MP3;MP3; ;
Napster—International File;NAPL;NAPC;Napster;; ; ;
Vive l'Empereur;APPL;Napo; ;Application; ; ;
Borodino;NBdt;Napo;Vive l'Empereur;  ; ; ;
Convert;APPL;nApp;Lotus;Application; ; ;
Exemple de Note-it Animé;APPL;N¬Qb; ;Application; ; ;
Exemple QuickTime;APPL;N¬Qt; ;Application; ; ;
Narrator ;APPL;NarA; ;Application; ; ;
Nascar Racing ;APPL;Nasc; ;Application; ; ;
Nascar Racing—Settings;CSet;Nasc;Nascar Racing ;Color setting; ; ;
Nascar Racing—Controls File;Ctrl;Nasc;Nascar Racing ;; ; ;
Nascar Racing—Maintenance File;Garg;Nasc;Nascar Racing ;; ; ;
1996 Car Set;Ncst;Nasc;Nascar Racing ;  ; ; ;
Default control settings;Nctl;Nasc;Nascar Racing ;  ; ; ;
Ace Settings;Ngrg;Nasc;Nascar Racing ;  ; ; ;
Nascar Racing—Race File;Race;Nasc;Nascar Racing ;; ; ;
Nascar Racing—Scores File;SeaS;Nasc;Nascar Racing ;; ; ;
Cable Test V1.0;APPL;NAT1; ;Application; ; ;
Text2Clip;APPL;NatB; ;Application; ; ;
User List Converter HS;APPL;NATE; ;Application; ; ;
Natural Order;INIT;NatO;;INIT; ; ;
NautilusCD Installer;APPL;NAUi; ;Application; ; ;
Installer Script;TEXT;NAUi;NautilusCD Installer;Text File;TXT; ;
NautilusCD Kid Installer;APPL;NAUk; ;Application; ; ;
Naumachia;APPL;Naum;APO Games;Application/Game;;;
Naumachia—[Unidentified File Type];ExtM;Naum;Naumachia;;;;
Naumachia—Preferences;Pref;Naum;Naumachia;Pref;;;
Naumachia—Saved Game;SavG;Naum;Naumachia;;;;
Naumachia—[Unidentified File Type];TotC;Naum;Naumachia;;;;
NautilusCD System Check;APPL;NAUr; ;Application; ; ;
